0,be58cf76d97b-1440317_H3K27ac_H2_D3.all,83c5ee70b54c-Hudep2_ATAC,ff172dc44bae-1686607_H2_ABEmax_RNAseq.all,a5827a3aed28-Hudep2_D3_merged_CTCF.all,0e736a158439-Hudep2_BCL11A,f4de4caca3a7-1440315_H3K27me3_H2_D3.all,9c840e19bbed-Hudep2_D0_GATA1.all,f0663efdfef9-HUDEP2_LRF_CHIP,50d97c7d24d1-1788283_H2_ABEmax.all,7f7f32ae893c-Hudep2_D3_merged_GATA1.all,239c569c6374-Hudep2_D3_merged_KLF1.all,6af40841b8aa-1440311_H3K9me3_H2_D3.all,b9695d26860d-Hudep2_D3_merged_LDB1.all,188da58c07d8-1440307_H3K4me1_H2_D3.all,5f7c070fdda9-Hudep2_D3_merged_TAL1.all,35630c3a763e-1440313_H3K9ac_H2_D3.all,5ce8a22e939d-1440319_H3K36me3_H2_D3.all,0bf9f8a97328-1440309_H3K4me3_H2_D3.all
chr19:13057039-13057040,117.25,699.75,16.5,29.25,11.0,3.75,17.75,186.0,23.5,31.25,106.0,2.75,34.75,4.75,24.25,45.25,14.75,234.5
chr19:13057311-13057312,58.0,133.25,59.75,17.5,7.5,2.75,21.0,70.5,65.75,15.25,46.75,4.0,27.75,3.75,18.5,24.0,9.75,126.75
chr19:13057322-13057323,58.0,133.25,59.75,17.5,7.5,2.75,21.0,70.5,65.75,15.25,46.75,4.0,27.75,3.75,18.5,24.0,9.75,126.75
chr19:13057323-13057324,58.0,133.25,59.75,17.5,7.5,2.75,21.0,70.5,65.75,15.25,46.75,4.0,27.75,3.75,18.5,24.0,9.75,126.75
chr19:13057324-13057325,58.0,133.25,59.75,17.5,7.5,2.75,21.0,70.5,65.75,15.25,46.75,4.0,27.75,3.75,18.5,24.0,9.75,126.75
chr19:13057325-13057326,58.0,133.25,59.75,17.5,7.5,2.75,21.0,70.5,65.75,15.25,46.75,4.0,27.75,3.75,18.5,24.0,9.75,126.75
chr19:13057326-13057327,58.0,133.25,59.75,17.5,7.5,2.75,21.0,70.5,65.75,15.25,46.75,4.0,27.75,3.75,18.5,24.0,9.75,126.75
chr19:13057328-13057329,58.0,133.25,59.75,17.5,7.5,2.75,21.0,70.5,65.75,15.25,46.75,4.0,27.75,3.75,18.5,24.0,9.75,126.75
chr19:13057332-13057333,58.0,133.25,59.75,17.5,7.5,2.75,21.0,70.5,65.75,15.25,46.75,4.0,27.75,3.75,18.5,24.0,9.75,126.75
chr19:13058793-13058794,49.25,867.75,1149.25,22.5,40.75,3.25,86.5,96.75,1232.25,209.0,186.75,0.5,55.0,15.25,89.0,23.5,12.75,58.0
chr19:13058973-13058974,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5
chr19:13058974-13058975,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5
chr19:13058985-13058986,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5
chr19:13067004-13067005,15.8864,189.023,30.5682,16.6364,9.36364,2.02273,21.3864,30.4318,37.6136,24.5455,12.6818,2.0,14.0682,9.159089999999999,10.4545,5.5,5.25,30.75
chr19:13067047-13067048,16.4091,195.0,29.9545,16.8864,9.227269999999999,1.79545,21.6364,31.3182,36.3409,24.8182,13.0227,2.0,14.6591,8.79545,10.8409,5.63636,5.31818,31.4091
chr19:13067058-13067059,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5
chr19:13067080-13067081,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5
chr19:13067084-13067085,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5
chr19:13076276-13076277,71.25,722.25,1.75,401.5,8.0,4.5,22.25,141.0,1.25,37.0,80.0,2.25,34.75,8.75,34.5,25.0,3.0,133.25
chr19:13076316-13076317,75.75,863.25,2.25,452.5,6.75,4.75,24.0,154.0,1.0,46.0,85.5,2.0,38.0,11.5,36.5,24.0,3.75,136.5
chr19:13076355-13076356,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75
chr19:13076362-13076363,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75
chr19:13076373-13076374,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75
chr19:13076391-13076392,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75
chr19:13076392-13076393,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75
chr19:13076393-13076394,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75
chr19:13076528-13076529,51.0,461.5,2.0,240.75,4.5,4.25,13.0,117.0,12.75,41.75,52.25,6.25,29.75,8.0,32.5,24.5,3.25,67.25
chr19:13076610-13076611,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75
chr19:13076642-13076643,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75
chr19:13088775-13088776,11.0,430.0,0.0,210.25,10.0,1.25,12.75,58.25,0.0,12.75,25.5,3.0,16.25,12.0,10.0,10.0,1.5,6.5
chr19:13088777-13088778,11.0,430.0,0.0,210.25,10.0,1.25,12.75,58.25,0.0,12.75,25.5,3.0,16.25,12.0,10.0,10.0,1.5,6.5
chr19:13088783-13088784,11.0,430.0,0.0,210.25,10.0,1.25,12.75,58.25,0.0,12.75,25.5,3.0,16.25,12.0,10.0,10.0,1.5,6.5
chr19:13088791-13088792,11.0,430.0,0.0,210.25,10.0,1.25,12.75,58.25,0.0,12.75,25.5,3.0,16.25,12.0,10.0,10.0,1.5,6.5
chr19:13088844-13088845,10.5,565.5,0.0,263.75,12.75,1.75,13.75,65.25,0.0,16.0,28.5,2.5,16.25,10.25,14.0,9.5,1.75,5.75
chr19:13088846-13088847,10.2273,568.182,0.0,267.88599999999997,12.9773,1.79545,13.9773,66.2955,0.0,16.3182,28.5909,2.59091,16.0682,9.977269999999999,14.1364,9.272730000000001,1.79545,5.61364
chr19:13088889-13088890,9.0,580.25,0.0,286.5,14.0,2.0,15.0,71.0,0.0,17.75,29.0,3.0,15.25,8.75,14.75,8.25,2.0,5.0
chr19:13094508-13094509,15.75,415.75,0.0,319.0,4.75,4.5,14.0,141.25,0.0,18.75,81.5,2.5,24.25,21.75,17.0,7.5,3.25,50.0
chr19:13094539-13094540,15.75,415.75,0.0,319.0,4.75,4.5,14.0,141.25,0.0,18.75,81.5,2.5,24.25,21.75,17.0,7.5,3.25,50.0
chr19:13094581-13094582,16.75,374.75,0.0,351.5,3.5,5.75,12.25,154.0,0.0,15.25,77.0,2.25,25.0,19.5,16.0,7.75,4.5,40.25
chr19:13094594-13094595,16.75,374.75,0.0,351.5,3.5,5.75,12.25,154.0,0.0,15.25,77.0,2.25,25.0,19.5,16.0,7.75,4.5,40.25
chr19:13094596-13094597,16.4773,356.205,0.0,347.909,3.36364,5.84091,11.8864,153.091,0.0,14.6591,75.4091,2.15909,24.7727,19.3182,15.6818,7.75,4.81818,38.4773
chr19:13140915-13140916,7.75,133.0,3.0,106.5,3.25,1.5,9.0,28.25,3.75,10.25,16.75,1.75,7.0,9.25,6.5,8.0,8.75,5.75
chr19:13140917-13140918,7.75,133.0,3.0,106.5,3.25,1.5,9.0,28.25,3.75,10.25,16.75,1.75,7.0,9.25,6.5,8.0,8.75,5.75
chr19:13140918-13140919,7.75,133.0,3.0,106.5,3.25,1.5,9.0,28.25,3.75,10.25,16.75,1.75,7.0,9.25,6.5,8.0,8.75,5.75
chr19:13140924-13140925,7.75,133.0,3.0,106.5,3.25,1.5,9.0,28.25,3.75,10.25,16.75,1.75,7.0,9.25,6.5,8.0,8.75,5.75
chr19:13144297-13144298,13.2727,170.773,1.56818,51.1818,3.70455,3.04545,11.4545,27.9318,3.4318199999999996,13.6591,14.3864,0.5,9.590910000000001,11.75,7.29545,10.8636,5.70455,6.22727
chr19:13145051-13145052,9.25,516.295,10.3636,140.455,12.0,2.47727,7.70455,49.25,7.72727,11.7727,28.5455,1.72727,15.9318,12.1364,7.52273,6.56818,8.909089999999999,5.06818
chr19:13145143-13145144,9.75,695.25,11.25,143.25,15.5,3.0,10.25,45.25,7.25,12.5,32.75,2.75,16.5,11.0,7.5,8.75,8.0,5.25
chr19:13163338-13163339,7.0,77.0,1.25,6.0,1.75,6.0,4.0,19.5,3.5,8.0,11.25,1.25,6.25,8.5,3.25,5.25,6.5,6.25
chr19:13163348-13163349,7.72727,91.3636,1.15909,5.63636,1.75,5.63636,4.45455,19.8636,3.5,8.45455,10.9773,1.15909,6.34091,8.86364,3.52273,5.43182,6.5,6.43182
chr19:13163350-13163351,8.090910000000001,98.5455,1.11364,5.45455,1.75,5.45455,4.68182,20.0455,3.5,8.68182,10.8409,1.11364,6.38636,9.04545,3.65909,5.52273,6.5,6.52273
chr19:13163366-13163367,9.0,116.5,1.0,5.0,1.75,5.0,5.25,20.5,3.5,9.25,10.5,1.0,6.5,9.5,4.0,5.75,6.5,6.75
chr19:13163370-13163371,9.0,116.5,1.0,5.0,1.75,5.0,5.25,20.5,3.5,9.25,10.5,1.0,6.5,9.5,4.0,5.75,6.5,6.75
chr19:13172036-13172037,17.5,137.0,1.25,33.5,6.0,2.25,9.5,76.75,1.75,11.0,23.25,3.5,13.0,12.5,10.75,6.5,3.0,39.75
chr19:13172108-13172109,16.25,190.0,2.25,68.5,14.25,1.75,11.5,91.5,2.25,14.5,28.5,2.25,13.75,9.0,12.25,7.25,3.5,51.5
chr19:13172366-13172367,12.75,714.75,0.0,175.25,12.75,3.5,16.25,96.25,0.25,11.75,33.5,3.5,16.25,18.5,13.25,13.0,5.0,48.0
chr19:13172406-13172407,13.25,624.0,0.0,168.25,9.25,2.25,15.75,86.0,0.25,12.0,29.25,2.75,14.5,19.75,13.0,13.75,3.5,39.5
chr19:13172427-13172428,13.25,624.0,0.0,168.25,9.25,2.25,15.75,86.0,0.25,12.0,29.25,2.75,14.5,19.75,13.0,13.75,3.5,39.5
chr19:13172431-13172432,13.25,624.0,0.0,168.25,9.25,2.25,15.75,86.0,0.25,12.0,29.25,2.75,14.5,19.75,13.0,13.75,3.5,39.5
chr19:13173287-13173288,9.5,25.0,1.5,6.0,7.0,2.75,7.25,19.25,3.25,6.75,9.5,4.75,7.0,6.75,5.5,8.25,3.5,5.5
chr19:13173296-13173297,9.31818,25.1364,1.40909,6.13636,7.0,2.56818,7.159089999999999,19.3409,3.29545,6.613639999999999,9.54545,4.65909,7.0,7.20455,5.5,8.340910000000001,3.6818199999999996,5.59091
chr19:13173297-13173298,9.227269999999999,25.2045,1.36364,6.20455,7.0,2.47727,7.113639999999999,19.3864,3.3181800000000004,6.54545,9.56818,4.61364,7.0,7.43182,5.5,8.38636,3.77273,5.63636
chr19:13173300-13173301,8.95455,25.4091,1.22727,6.40909,7.0,2.20455,6.97727,19.5227,3.38636,6.34091,9.63636,4.47727,7.0,8.11364,5.5,8.522730000000001,4.04545,5.77273
chr19:13173301-13173302,8.86364,25.4773,1.18182,6.47727,7.0,2.11364,6.93182,19.5682,3.40909,6.27273,9.659089999999999,4.43182,7.0,8.340910000000001,5.5,8.56818,4.13636,5.81818
chr19:13173303-13173304,8.68182,25.6136,1.09091,6.613639999999999,7.0,1.93182,6.840910000000001,19.6591,3.45455,6.13636,9.70455,4.34091,7.0,8.79545,5.5,8.659089999999999,4.31818,5.90909
chr19:13173312-13173313,8.5,25.75,1.0,6.75,7.0,1.75,6.75,19.75,3.5,6.0,9.75,4.25,7.0,9.25,5.5,8.75,4.5,6.0
chr19:13180522-13180523,54.5,2259.75,1.0,36.0,200.5,3.75,243.0,195.0,7.5,509.75,136.75,0.5,178.0,20.0,294.0,23.5,3.0,35.25
chr19:13180532-13180533,54.5,2259.75,1.0,36.0,200.5,3.75,243.0,195.0,7.5,509.75,136.75,0.5,178.0,20.0,294.0,23.5,3.0,35.25
chr19:13180585-13180586,56.5,2400.25,1.0,38.0,245.75,2.75,306.25,213.25,6.5,627.0,162.0,0.75,240.5,19.0,334.25,20.75,5.5,29.0
chr19:13180592-13180593,56.5,2400.25,1.0,38.0,245.75,2.75,306.25,213.25,6.5,627.0,162.0,0.75,240.5,19.0,334.25,20.75,5.5,29.0
chr19:13180963-13180964,51.25,917.5,7.5,38.75,30.5,4.5,66.5,101.5,4.25,138.75,63.5,2.5,37.0,22.25,77.0,18.25,5.25,25.5
chr19:13180964-13180965,51.25,917.5,7.5,38.75,30.5,4.5,66.5,101.5,4.25,138.75,63.5,2.5,37.0,22.25,77.0,18.25,5.25,25.5
chr19:13180967-13180968,51.25,917.5,7.5,38.75,30.5,4.5,66.5,101.5,4.25,138.75,63.5,2.5,37.0,22.25,77.0,18.25,5.25,25.5
chr19:13183485-13183486,15.75,95.25,4.5,15.5,3.5,1.0,5.5,27.5,0.0,5.0,9.75,1.0,7.25,7.5,4.25,7.5,5.25,6.25
chr19:13183486-13183487,15.75,95.25,4.5,15.5,3.5,1.0,5.5,27.5,0.0,5.0,9.75,1.0,7.25,7.5,4.25,7.5,5.25,6.25
chr19:13183614-13183615,19.75,150.0,1.75,21.0,4.25,1.0,4.75,26.25,0.0,4.25,11.0,2.75,6.5,10.0,8.5,6.25,9.0,5.0
chr19:13183616-13183617,19.75,150.0,1.75,21.0,4.25,1.0,4.75,26.25,0.0,4.25,11.0,2.75,6.5,10.0,8.5,6.25,9.0,5.0
chr19:13188289-13188290,35.25,863.25,1.5,31.75,16.5,3.5,79.75,120.5,0.0,234.25,81.25,2.75,72.25,13.75,91.75,12.75,10.25,41.5
chr19:13190468-13190469,40.75,1171.0,5.5,38.0,13.25,3.5,21.25,89.75,5.0,39.0,72.0,1.75,19.0,13.75,18.25,14.5,8.25,36.0
chr19:13190470-13190471,40.75,1171.0,5.5,38.0,13.25,3.5,21.25,89.75,5.0,39.0,72.0,1.75,19.0,13.75,18.25,14.5,8.25,36.0
chr19:13190473-13190474,40.75,1171.0,5.5,38.0,13.25,3.5,21.25,89.75,5.0,39.0,72.0,1.75,19.0,13.75,18.25,14.5,8.25,36.0
chr19:13190490-13190491,40.75,1171.0,5.5,38.0,13.25,3.5,21.25,89.75,5.0,39.0,72.0,1.75,19.0,13.75,18.25,14.5,8.25,36.0
chr19:13190513-13190514,36.0,1171.25,7.25,34.75,13.25,4.0,19.0,89.5,4.25,32.25,69.25,2.5,17.25,17.5,18.25,13.25,7.5,35.5
chr19:13190672-13190673,35.0,685.25,12.5,28.25,14.25,1.5,15.75,63.0,11.0,19.5,60.25,2.25,15.25,15.5,17.5,13.0,9.75,34.5
chr19:13190693-13190694,35.0,685.25,12.5,28.25,14.25,1.5,15.75,63.0,11.0,19.5,60.25,2.25,15.25,15.5,17.5,13.0,9.75,34.5
chr19:13193359-13193360,12.0,208.5,16.75,56.5,1.5,0.0,5.75,21.25,9.75,4.0,14.5,1.25,14.75,7.0,7.5,4.5,8.5,2.5
chr19:13193367-13193368,12.0,208.5,16.75,56.5,1.5,0.0,5.75,21.25,9.75,4.0,14.5,1.25,14.75,7.0,7.5,4.5,8.5,2.5
chr19:13193376-13193377,12.0,208.5,16.75,56.5,1.5,0.0,5.75,21.25,9.75,4.0,14.5,1.25,14.75,7.0,7.5,4.5,8.5,2.5
chr19:13200136-13200137,8.0,250.75,0.75,60.25,0.25,1.0,4.25,29.25,4.75,4.75,11.0,2.0,7.25,4.75,5.5,2.75,7.25,1.5
chr19:13200139-13200140,8.0,250.75,0.75,60.25,0.25,1.0,4.25,29.25,4.75,4.75,11.0,2.0,7.25,4.75,5.5,2.75,7.25,1.5
chr19:13200140-13200141,8.0,250.75,0.75,60.25,0.25,1.0,4.25,29.25,4.75,4.75,11.0,2.0,7.25,4.75,5.5,2.75,7.25,1.5
chr19:13200176-13200177,10.25,325.75,1.0,69.25,1.0,0.75,4.0,28.5,5.75,4.75,10.75,2.25,7.5,5.25,7.5,2.25,9.25,1.0
chr19:13200195-13200196,10.3864,326.909,1.0,69.3182,1.06818,0.772727,4.0,28.2955,5.84091,4.63636,10.6818,2.27273,7.54545,5.25,7.590910000000001,2.27273,9.227269999999999,0.931818
chr19:13200225-13200226,11.75,338.5,1.0,70.0,1.75,1.0,4.0,26.25,6.75,3.5,10.0,2.5,8.0,5.25,8.5,2.5,9.0,0.25
chr19:13200234-13200235,11.75,338.5,1.0,70.0,1.75,1.0,4.0,26.25,6.75,3.5,10.0,2.5,8.0,5.25,8.5,2.5,9.0,0.25
chr19:13200235-13200236,11.75,338.5,1.0,70.0,1.75,1.0,4.0,26.25,6.75,3.5,10.0,2.5,8.0,5.25,8.5,2.5,9.0,0.25
chr19:13204791-13204792,23.75,918.75,9.5,229.75,8.75,1.75,15.0,157.0,2.75,18.25,34.75,1.25,18.0,21.25,18.75,20.75,12.25,5.25
chr19:13204798-13204799,23.6591,932.3860000000001,9.227269999999999,228.93200000000002,8.477269999999999,2.11364,15.7273,157.0,2.93182,18.1591,34.6591,1.34091,18.0909,21.7045,17.8409,20.1136,11.7045,5.79545
chr19:13207191-13207192,21.75,541.5,201.75,35.5,17.75,1.75,10.0,110.25,198.25,10.25,42.75,3.5,13.75,9.25,11.25,15.75,7.5,36.25
chr19:13207196-13207197,21.7955,567.136,196.84099999999998,37.6818,19.1136,1.6590900000000002,10.0,113.523,192.705,10.3409,43.1136,3.5,13.9773,9.43182,11.4773,16.2955,7.5,36.7955
chr19:13207224-13207225,22.0,682.5,174.75,47.5,25.25,1.25,10.0,128.25,167.75,10.75,44.75,3.5,15.0,10.25,12.5,18.75,7.5,39.25
chr19:13207225-13207226,22.0,682.5,174.75,47.5,25.25,1.25,10.0,128.25,167.75,10.75,44.75,3.5,15.0,10.25,12.5,18.75,7.5,39.25
chr19:13207274-13207275,23.5,752.75,170.0,54.5,25.75,2.0,9.0,139.25,158.25,10.25,46.75,2.75,16.25,11.25,13.25,17.75,7.25,41.75
chr19:13207278-13207279,23.5,752.75,170.0,54.5,25.75,2.0,9.0,139.25,158.25,10.25,46.75,2.75,16.25,11.25,13.25,17.75,7.25,41.75
chr19:13207290-13207291,23.5,752.75,170.0,54.5,25.75,2.0,9.0,139.25,158.25,10.25,46.75,2.75,16.25,11.25,13.25,17.75,7.25,41.75
chr19:13207291-13207292,23.5,752.75,170.0,54.5,25.75,2.0,9.0,139.25,158.25,10.25,46.75,2.75,16.25,11.25,13.25,17.75,7.25,41.75
chr19:13207292-13207293,23.5,752.75,170.0,54.5,25.75,2.0,9.0,139.25,158.25,10.25,46.75,2.75,16.25,11.25,13.25,17.75,7.25,41.75
chr19:13207293-13207294,23.5,752.75,170.0,54.5,25.75,2.0,9.0,139.25,158.25,10.25,46.75,2.75,16.25,11.25,13.25,17.75,7.25,41.75
chr19:13207295-13207296,23.4545,744.568,169.864,54.4091,25.3636,2.04545,8.93182,139.295,158.136,10.1591,46.9773,2.63636,16.2045,11.3864,13.2727,17.7045,7.090910000000001,41.7727
chr19:13207668-13207669,24.25,212.25,51.75,18.5,6.25,1.0,7.75,96.5,68.75,8.75,33.0,1.0,9.25,10.5,13.25,9.75,4.0,37.5
chr19:13207709-13207710,24.25,148.5,87.25,19.75,6.75,2.25,8.0,86.25,120.75,7.0,28.5,1.0,11.5,9.75,13.75,12.0,3.25,42.5
chr19:13207712-13207713,24.25,148.5,87.25,19.75,6.75,2.25,8.0,86.25,120.75,7.0,28.5,1.0,11.5,9.75,13.75,12.0,3.25,42.5
chr19:13207725-13207726,24.25,148.5,87.25,19.75,6.75,2.25,8.0,86.25,120.75,7.0,28.5,1.0,11.5,9.75,13.75,12.0,3.25,42.5
chr19:13207726-13207727,24.25,148.5,87.25,19.75,6.75,2.25,8.0,86.25,120.75,7.0,28.5,1.0,11.5,9.75,13.75,12.0,3.25,42.5
chr19:13207729-13207730,24.25,148.5,87.25,19.75,6.75,2.25,8.0,86.25,120.75,7.0,28.5,1.0,11.5,9.75,13.75,12.0,3.25,42.5
chr19:13207913-13207914,39.5,55.5,329.75,22.0,10.25,5.0,7.0,68.75,361.0,13.25,20.5,1.5,17.5,11.75,12.75,21.25,3.25,67.75
chr19:13207923-13207924,39.5,55.5,329.75,22.0,10.25,5.0,7.0,68.75,361.0,13.25,20.5,1.5,17.5,11.75,12.75,21.25,3.25,67.75
chr19:13207924-13207925,39.5,55.5,329.75,22.0,10.25,5.0,7.0,68.75,361.0,13.25,20.5,1.5,17.5,11.75,12.75,21.25,3.25,67.75
chr19:13207967-13207968,41.25,57.5,338.25,18.5,10.25,3.5,6.5,61.0,377.75,11.75,22.0,0.75,17.0,9.75,9.75,19.25,3.75,63.5
chr19:13207988-13207989,41.25,57.5,338.25,18.5,10.25,3.5,6.5,61.0,377.75,11.75,22.0,0.75,17.0,9.75,9.75,19.25,3.75,63.5
chr19:13208039-13208040,37.25,56.25,332.25,15.5,8.5,2.5,5.75,55.25,418.75,9.75,22.0,0.75,15.25,8.0,9.25,15.0,5.0,57.5
chr19:13208836-13208837,65.5,1076.5,22.75,21.5,23.0,3.0,15.5,224.25,25.5,17.75,83.0,2.25,19.0,11.75,19.25,20.25,6.75,118.5
chr19:13212196-13212197,24.4318,230.31799999999998,117.182,83.0909,4.22727,3.18182,8.93182,163.31799999999998,93.1591,8.43182,27.7045,2.34091,14.25,5.43182,7.636360000000001,11.9091,19.25,82.5227
chr19:13212204-13212205,23.1591,261.591,117.90899999999999,97.4545,5.13636,3.90909,9.659089999999999,168.59099999999998,96.7955,9.159089999999999,29.5227,2.70455,14.25,6.15909,10.1818,13.5455,17.25,87.6136
chr19:13212206-13212207,23.0,265.5,118.0,99.25,5.25,4.0,9.75,169.25,97.25,9.25,29.75,2.75,14.25,6.25,10.5,13.75,17.0,88.25
chr19:13212207-13212208,23.0,265.5,118.0,99.25,5.25,4.0,9.75,169.25,97.25,9.25,29.75,2.75,14.25,6.25,10.5,13.75,17.0,88.25
chr19:13212252-13212253,23.7273,276.22700000000003,116.36399999999999,108.88600000000001,5.43182,4.18182,10.1136,165.614,96.5227,9.43182,31.75,3.11364,13.8864,6.43182,12.1364,14.1136,15.3636,95.5227
chr19:13212447-13212448,22.9091,116.818,130.114,75.9318,7.386360000000001,4.59091,10.2955,116.568,135.159,11.6364,30.1818,4.29545,10.1591,5.45455,12.9091,7.20455,15.2273,99.1591
chr19:13212448-13212449,23.0455,113.84100000000001,129.81799999999998,74.4091,7.43182,4.70455,10.2273,115.84100000000001,135.295,11.6818,29.9091,4.22727,10.0455,5.52273,12.7955,7.27273,15.3864,98.7955
chr19:13212456-13212457,24.0,93.0,127.75,63.75,7.75,5.5,9.75,110.75,136.25,12.0,28.0,3.75,9.25,6.0,12.0,7.75,16.5,96.25
chr19:13212463-13212464,24.0,93.0,127.75,63.75,7.75,5.5,9.75,110.75,136.25,12.0,28.0,3.75,9.25,6.0,12.0,7.75,16.5,96.25
chr19:13212464-13212465,24.0,93.0,127.75,63.75,7.75,5.5,9.75,110.75,136.25,12.0,28.0,3.75,9.25,6.0,12.0,7.75,16.5,96.25
chr19:13212480-13212481,24.0,93.0,127.75,63.75,7.75,5.5,9.75,110.75,136.25,12.0,28.0,3.75,9.25,6.0,12.0,7.75,16.5,96.25
chr19:13212485-13212486,24.0,93.0,127.75,63.75,7.75,5.5,9.75,110.75,136.25,12.0,28.0,3.75,9.25,6.0,12.0,7.75,16.5,96.25
chr19:13212500-13212501,24.9545,85.6364,122.432,57.2045,7.75,6.45455,9.61364,104.477,126.705,11.1818,26.9091,3.20455,9.25,6.0,12.8182,8.977269999999999,16.3636,95.5682
chr19:13212501-13212502,25.1136,84.4091,121.545,56.1136,7.75,6.613639999999999,9.590910000000001,103.432,125.11399999999999,11.0455,26.7273,3.11364,9.25,6.0,12.9545,9.18182,16.3409,95.4545
chr19:13212509-13212510,25.75,79.5,118.0,51.75,7.75,7.25,9.5,99.25,118.75,10.5,26.0,2.75,9.25,6.0,13.5,10.0,16.25,95.0
chr19:13212551-13212552,26.8636,67.25,106.86399999999999,44.5909,6.79545,7.25,9.340910000000001,91.6136,104.273,9.38636,24.7273,2.43182,9.409089999999999,6.31818,12.7045,11.1136,15.7727,94.3636
chr19:13212556-13212557,27.5,60.25,100.5,40.5,6.25,7.25,9.25,87.25,96.0,8.75,24.0,2.25,9.5,6.5,12.25,11.75,15.5,94.0
chr19:13212557-13212558,27.5,60.25,100.5,40.5,6.25,7.25,9.25,87.25,96.0,8.75,24.0,2.25,9.5,6.5,12.25,11.75,15.5,94.0
chr19:13213615-13213616,56.5,2406.75,229.75,55.75,100.75,1.5,409.0,230.75,280.75,974.25,238.5,3.25,222.25,5.0,543.75,21.75,3.75,140.75
chr19:13213653-13213654,57.7273,2458.3,90.0455,53.5,101.36399999999999,1.70455,451.13599999999997,259.38599999999997,124.068,1056.27,254.045,3.25,254.977,5.40909,572.182,21.3409,3.34091,134.0
chr19:13213679-13213680,58.0,2469.75,59.0,53.0,101.5,1.75,460.5,265.75,89.25,1074.5,257.5,3.25,262.25,5.5,578.5,21.25,3.25,132.5
chr19:13213683-13213684,58.0,2469.75,59.0,53.0,101.5,1.75,460.5,265.75,89.25,1074.5,257.5,3.25,262.25,5.5,578.5,21.25,3.25,132.5
chr19:13213726-13213727,66.5,2394.0,25.0,49.0,91.75,2.25,448.25,294.75,48.25,1049.75,259.5,3.0,262.5,6.75,554.5,21.75,3.0,128.75
chr19:13215294-13215295,34.0,223.0,0.0,44.0,8.25,1.0,14.0,93.75,8.25,7.25,26.0,4.0,11.25,19.5,17.5,16.0,8.25,30.25
chr19:13215344-13215345,34.75,264.0,0.0,59.0,8.75,1.25,15.0,102.5,9.75,5.75,31.0,3.25,12.5,17.75,17.5,17.0,7.5,26.75
chr19:13215355-13215356,34.25,328.5,0.0,82.75,10.0,1.5,16.25,121.0,9.5,6.0,37.0,3.0,15.75,16.0,17.0,16.75,7.5,29.25
chr19:13215356-13215357,34.25,328.5,0.0,82.75,10.0,1.5,16.25,121.0,9.5,6.0,37.0,3.0,15.75,16.0,17.0,16.75,7.5,29.25
chr19:13215469-13215470,31.25,420.0,0.0,144.75,10.5,1.75,18.5,159.0,7.25,10.75,47.75,3.75,20.5,17.5,16.5,15.75,5.5,34.75
chr19:13215480-13215481,31.25,420.0,0.0,144.75,10.5,1.75,18.5,159.0,7.25,10.75,47.75,3.75,20.5,17.5,16.5,15.75,5.5,34.75
chr19:13215481-13215482,31.25,420.0,0.0,144.75,10.5,1.75,18.5,159.0,7.25,10.75,47.75,3.75,20.5,17.5,16.5,15.75,5.5,34.75
chr19:13229740-13229741,26.5,236.25,0.0,8.25,9.25,2.75,12.5,69.5,0.0,4.25,26.25,2.25,12.0,8.5,6.0,17.0,3.0,83.5
chr19:13229768-13229769,26.25,253.0,0.0,8.5,10.75,2.5,14.0,79.0,0.0,5.25,22.75,2.0,14.0,8.75,4.0,14.5,2.5,76.25
